SW.ID;SearchID;Authors;Title;Year;Source.title;Volume;Issue;Page.start;Page.end;DOI;Link;Abstract;Language;Document.Type;Open.Access;Database;Exclusion.Criteria;Region;Scale...Spatial..m.;Scale...Temporal;Resolution...Spatial..m.;Resolution...Temporal;Sampling.Method.used.for.data.collection;Description.Other.Sampling.Method;Analytical.method.used.for.inference;Quality...Spatial..relative.1.3.;Quality...Temporal;Quality...Methods;Concluding.statement.or.quotable.quote;Comments;WP4.task;Study.type;Ecosystem.component_level1;Ecosystem.component_level2;Ecosystem.component_level3;Ecosystem.component_benthos_sediment;Species.taxonomic.group.s.;Pressure.type;Pressure_level;Pressure_variable;Pressure_other;Fishery.type;Gear_level1;Gear_level2;Target.species_metier;Response.variable_paper;Response.variable_category;Direction.of.relationship;Magnitude.of.relationship;Reader
activities and is undoubtedly important to the coastal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
marine ecosystem as well as being socio-economically;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"important""";Brown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1527;E4;Morales-Nin B., Moranta J., García C., Tugores M.P., Grau A.M., Riera F., Cerdà M.;The recreational fishery off Majorca Island (western Mediterranean): Some implications for coastal resource management;2005;ICES Journal of Marine Science;62;4;727;739;10.1016/j.icesjms.2005.01.022;NA;The sociology and habits of recreational anglers on the Island of Majorca (western Mediterranean) were evaluated using telephone and on-site surveys, as well as fishing logbooks and recreational fishing competitions. The recreational fishery is one of the island's main leisure activities, 5.14% of the population (37 265 people) participating. Enthusiasts tend to be mainly middle class (most anglers own boats moored at marinas), middle-aged males (90% male, mean age 46 ± 2 years). The most popular fishing method is from a boat (62.9%), followed by fishing from shore (32.4%), and spearfishing (3.6%). The mean time spent fishing is 3.86 ± 0.03 h d-1, and more than one type of gear (mean 1.27 ± 0.21) is used simultaneously by a single angler. The frequency of fishing is 4-6 times per month, mainly on holidays and weekends, increasing in summer. The activity has a sizeable impact on the coastal fauna, with diverse catches of at least 1209.25 t year-1 (about 615 000 fishing outings year-1). Thus, the amount of carbon extracted annually is at least 137.34 kg C km-2 year-1, and the recreational fishery removes about 31% of production at trophic level 4. Although these are gross estimates and more detailed study of the effect on trophic level and local production is needed, the values do highlight the pressure the recreational fishery exerts on coastal fish communities. Assuming that this level of exploitation is common to north-shore Mediterranean countries, there may be cause for concern about sustainable exploitation in the recreational fishery, and the effectiveness of current protection measures is discussed. Despite the limitations of the study, recreational fisheries clearly should be taken into account when considering measures for fisheries management. Moreover, fishing has considerable social import, and the benefits must be taken into account when investments to protect exploited resources are being contemplated. © 2005 International Council for the Exploration of the Sea. Published by Elsevier Ltd. All rights reserved.;English;Article;All Open Access, Bronze;Scopus;NA;Mediterranean - non CS;>100,000;year;>100,000;quarter;Other;Phone survey / questionnaire;Descriptive statistics;3;2;2;NA;NA;4.4;Fisheries dependent survey;Fish_teleost;NA;NA;NA;NA;Catch_and_bycatch;Target;NA;Season;Recreational;Spearfishing;NA;NA;Catches;Other;NA;recreational fishing is one of the main leisure;
activities and is undoubtedly important to the coastal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
marine ecosystem as well as being socio-economically;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"important""";Brown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1527;E4;Morales-Nin B., Moranta J., García C., Tugores M.P., Grau A.M., Riera F., Cerdà M.;The recreational fishery off Majorca Island (western Mediterranean): Some implications for coastal resource management;2005;ICES Journal of Marine Science;62;4;727;739;10.1016/j.icesjms.2005.01.022;NA;The sociology and habits of recreational anglers on the Island of Majorca (western Mediterranean) were evaluated using telephone and on-site surveys, as well as fishing logbooks and recreational fishing competitions. The recreational fishery is one of the island's main leisure activities, 5.14% of the population (37 265 people) participating. Enthusiasts tend to be mainly middle class (most anglers own boats moored at marinas), middle-aged males (90% male, mean age 46 ± 2 years). The most popular fishing method is from a boat (62.9%), followed by fishing from shore (32.4%), and spearfishing (3.6%). The mean time spent fishing is 3.86 ± 0.03 h d-1, and more than one type of gear (mean 1.27 ± 0.21) is used simultaneously by a single angler. The frequency of fishing is 4-6 times per month, mainly on holidays and weekends, increasing in summer. The activity has a sizeable impact on the coastal fauna, with diverse catches of at least 1209.25 t year-1 (about 615 000 fishing outings year-1). Thus, the amount of carbon extracted annually is at least 137.34 kg C km-2 year-1, and the recreational fishery removes about 31% of production at trophic level 4. Although these are gross estimates and more detailed study of the effect on trophic level and local production is needed, the values do highlight the pressure the recreational fishery exerts on coastal fish communities. Assuming that this level of exploitation is common to north-shore Mediterranean countries, there may be cause for concern about sustainable exploitation in the recreational fishery, and the effectiveness of current protection measures is discussed. Despite the limitations of the study, recreational fisheries clearly should be taken into account when considering measures for fisheries management. Moreover, fishing has considerable social import, and the benefits must be taken into account when investments to protect exploited resources are being contemplated. © 2005 International Council for the Exploration of the Sea. Published by Elsevier Ltd. All rights reserved.;English;Article;All Open Access, Bronze;Scopus;NA;Mediterranean - non CS;>100,000;year;>100,000;quarter;Other;Phone survey / questionnaire;Descriptive statistics;3;2;2;NA;NA;4.4;Fisheries dependent survey;Fish_teleost;NA;NA;NA;NA;Catch_and_bycatch;Target;NA;Season;Recreational;Other;NA;unclassified other;Catches;Other;NA;recreational fishing is one of the main leisure;
activities and is undoubtedly important to the coastal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
marine ecosystem as well as being socio-economically;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"important""";Brown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1536;E4;Daan N., Gislason H., Pope J.G., Rice J.C.;Changes in the North Sea fish community: Evidence of indirect effects of fishing?;2005;ICES Journal of Marine Science;62;2;177;188;10.1016/j.icesjms.2004.08.020;NA;We investigate changes in the North Sea fish community with particular reference to possible indirect effects of fishing, mediated through the ecosystem. In the past, long-term changes in the slope of size spectra of research vessel catches have been related to changes in fishing effort, but such changes may simply reflect the cumulative, direct effects of fishing through selective removal of large individuals. If there is resilience in a fish community towards fishing, we may expect increases in specific components, for instance as a consequence of an associated reduction in predation and/or competition. We show on the basis of three long-term trawl surveys that abundance of small fish (all species) as well as abundance of demersal species with a low maximum length (Lmax) have steadily and significantly increased in absolute numbers over large parts of the North Sea during the last 30 years. Taking average fishing mortality of assessed commercial species as an index of exploitation rate of the fish community, it appears that fishing effort reached its maximum in the mid-1980s and has declined slightly since. If the observed changes in the community are caused by indirect effects of fishing, there must be a considerable delay in response time, because the observed changes generally proceed up to recent years, although both size and Lmax spectra suggest some levelling off, or even recovery in one of the surveys. Indeed, significant correlations between all community metrics and exploitation rate were obtained only if time lags =6 years were introduced. © 2004 International Council for the Exploration of the Sea. Published by Elsevier Ltd. All rights reserved.;English;Article;All Open Access, Bronze, Green;Scopus;NA;CS - North Sea;>100,000;multidecadal;10,000-50,000;year;Regular Fisheries Independent Survey;NA;Time Series Analyses;3;3;3;NA;NA;4.4;Fisheries independent survey;Fish_teleost;NA;NA;NA;Full fish community;Catch_and_bycatch;Target;Exploitation rate (mean community fishing pressure);NA;Commercial;NA;NA;Cumulative fishing;Size spectrum;Community composition;Multiple;Indeed,;
significant correlations between all community metrics and exploitation rate were obtained;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"only if time lags R6 years were introduced""";Brown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1567;E4;Jenkins S.R., Mullen C., Brand A.R.;Predator and scavenger aggregation to discarded by-catch from dredge fisheries: Importance of damage level;2004;Journal of Sea Research;51;1;69;76;10.1016/j.seares.2003.05.002;NA;Predator and scavenger aggregation to simulated discards from a scallop dredge fishery was investigated in the north Irish Sea using an in situ underwater video to determine differences in the response to varying levels of discard damage. The rate and magnitude of scavenger and predator aggregation was assessed using three different types of bait, undamaged, lightly damaged and highly damaged individuals of the great scallop Pecten maximus. In each treatment scallops were agitated for 40 minutes in seawater to simulate the dredging process, then subjected to the appropriate damage level before being tethered loosely in front of the video camera. The density of predators and scavengers at undamaged scallops was low and equivalent to recorded periods with no bait. Aggregation of a range of predators and scavengers occurred at damaged bait. During the 24 hour period following baiting there was a trend of increasing magnitude of predator abundance with increasing damage level. However, badly damaged scallops were eaten quickly and lightly damaged scallops attracted a higher overall magnitude of predator abundance over a longer 4 day period. Large scale temporal variability in predator aggregation to simulated discarded biota was examined by comparison of results with those of a previous study, at the same site, 4 years previously. The community of predators and scavengers present at the bait was substantially different during the 2 studies. These changes in scavenger community were only partially related to changes in the mean background density of scavenging species. © 2003 Elsevier B.V. All rights reserved.;English;Article;NA;Scopus;EXCLUDE on evidence;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brown
SW4_1569;E4;Nicholson M.D., Jennings S.;Testing candidate indicators to support ecosystem-based management: The power of monitoring surveys to detect temporal trends in fish community metrics;2004;ICES Journal of Marine Science;61;1;35;42;10.1016/j.icesjms.2003.09.004;NA;Community metrics describe aspects of community structure and are often calculated from species-size-abundance data collected during fish stock monitoring surveys. Several community metrics have been proposed as indicators to support ecosystem-based fishery management. These metrics should be sensitive to fishing impacts and respond rapidly to management action, so that managers can assess whether changes in the fish community are a desirable or undesirable response to management. It should also be possible to estimate metrics with sufficient precision so that changes in the community can be detected on management time scales of a year to a few years. Here, we test the power of a large-scale annual trawl survey (North Sea International Bottom Trawl Survey, IBTS) to detect trends in six community metrics: mean length, mean weight, mean maximum length, mean maximum weight, slope of the biomass size spectrum, and mean trophic level. Our analyses show that the power of the trawl survey to detect trends is generally poor. While community metrics do provide good long-term indicators of changes in fish community structure, they are unlikely to provide an appropriate tool to support short-term management decisions. If fish community metrics are to provide effective support for ecosystem-based management, and management time scales cannot be extended, then the power of many surveys to detect trends in fish community structure will need to be improved by increased replication and standardization. Crown Copyright © 2003 Published by Elsevier Ltd on behalf of International Council for the Exploration of the Sea. All rights reserved.;English;Article;NA;Scopus;NA;CS - North Sea;>100,000;multidecadal;10,000-50,000;year;Regular Fisheries Independent Survey;NA;Time Series Analyses;3;3;3;NA;NA;4.4;Fisheries independent survey;Fish_teleost;NA;NA;NA;Full fish community;Catch_and_bycatch;Target;Exploitation rate (mean community fishing pressure);NA;Commercial;NA;NA;Cumulative fishing;size based indiators;Community composition;Multiple;the;
"power of the trawl survey to detect trends is generally poor.""";Brown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1577;E4;Aliani S., Molcard A.;Hitch-hiking on floating marine debris: Macrobenthic species in the Western Mediterranean Sea;2003;Hydrobiologia;503;NA;59;67;10.1023/B:HYDR.0000008480.95045.26;NA;Marine litter has been defined as solid materials of human origin discarded at sea, or reaching the sea through waterways. The effect of marine debris on wildlife, tourism and human health is well documented and there is considerable scientific literature about plastic litter in the sea and over the seabed, mostly highlighting the possible impact on marine mammals and tourism. Dispersal of marine and terrestrial organisms on floating objects has biogeographical and ecological interest. For some species, extension of their geographical range is more likely to be related to transport of mature individuals on floating rafts than to the active or passive dispersal of reproductive propagules. Variability and variety of rafting materials has increased dramatically in recent years and marine litter has been used widely as a raft by 'hitch-hiking' species. This paper reports on the benthic invertebrates living on marine debris transported by wind and surface currents over the western Mediterranean Sea. Plastics accounted for the major item of debris because of poor degradability, however glass, cans, fishing nets and polyurethane containers, were also found. Macro-benthos living on raft material comprised mainly molluscs, polychaetes and bryozoans. Large fish were found commonly below large plastic bags. Estimations of the distances that may be covered by hitch-hiking species and the contribution of rafting to the theoretical dispersal of species is provided.;English;Conference Paper;NA;Scopus;EXCLUDE on evidence;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Brown
SW4_1597;E4;Sartor P., Sbrana M., Reale B., Belcari P.;Impact of the deep sea trawl fishery on demersal communities of the northern Tyrrhenian Sea (western Mediterranean);2003;Journal of Northwest Atlantic Fishery Science;31;NA;275;284;10.2960/J.v31.a21;NA;The composition of the catch of the deep sea trawl fleet of Porto Santo Stefano (northern Tyrrhenian Sea, western Mediterranean) was analysed. In the period 1995-99 observations were carried out on board commercial vessels, collecting data for about 500 trawling hours. Nephrops norvegicus, Parapenaeus longirostris and large specimens of Merluccius merluccius were the targets on the fishing grounds from 300 to 450 m, while Aristaemorpha foliacea, Aristeus antennatus and N. norvegicus were targeted from 450 to 650 m depth. By-catch dominated the biomass caught and it was characterized by a high degree of species richness, as a consequence of the reduced selectivity of the bottom trawl gear. An important fraction of the by-catch was made up of non-target commercial species, these providing an important added value to the landings. There was almost no discarding of target species. Annual average discards were about 20% of the total catch. Discarding of commercial species was mostly due to specimens under commercial size, while discarded non-commercial species included large numbers of small sized species of fishes and crustaceans. The results seem to indicate that this kind of fishery achieves a reasonable compromise between efficiency of resource utilisation and impact on the demersal communities.;English;Article;All Open Access, Bronze;Scopus;NA;Mediterranean - non CS;10,000-50,000;five year;1,000-5,000;quarter;Irregular Fisheries Independent Survey;NA;Descriptive statistics;2;3;2;NA;NA;None;Fisheries dependent survey;Fish_teleost;NA;NA;NA;Full fish community;Catch_and_bycatch;Non-target;Fishing pressure as desired catch;NA;Commercial;Demersal_trawls;Otter trawl;Cumulative fishing;Catches;Other;Multiple;results obtained seem to indicate a reasonable compromise between efficiency of resource ustilisation and impact on th edemersal communities;Brown
SW4_1604;E4;Furness R.W.;Impacts of fisheries on seabird communities;2003;Scientia Marina;67;SUPPLEMENT 2;33;45;10.3989/scimar.2003.67s233;NA;Long-line-by-catch of albatrosses and petrels may soon lead to species extinctions. Set-net bycatch has caused major reductions in certain seabird populations. Some fisheries may decrease numbers of seabirds by reducing abundance of prey-fish. Other fisheries may increase seabird numbers, by increasing prey-fish abundance through depletion of predatory fish stocks, or by provision of offal and discards. These latter impacts of fisheries on seabirds are often difficult to measure against a background of many and varied environmental and human influences. Depletion of stocks of small lipid-rich fish have reduced numbers of seabirds, in Peru, the Norwegian Sea, and the Barents Sea. However, reductions of predatory fish stocks in the North Sea have more than compensated for quantities of sandeels removed by the sandeel fishery. While piscivorous fish stocks remain low, sandeel fishery and seabirds appear to be able to coexist. However, if piscivorous fish stocks recover in the North Sea, reduced availability of sandeels to seabirds may affect certain species. Provision of discards and offal can stimulate large increases in scavenging seabird numbers. Desirable reductions in discard rates may have an unfortunate side-effect of forcing some scavenging seabirds to turn to killing smaller seabirds, with drastic consequences for community structure.;English;Article;All Open Access, Gold, Green;Scopus;NA;CS - Western Waters;50,000-100,000;multidecadal;10,000-50,000;multidecadal;Visual Analyses of Quadrats/Transects;NA;Multivariate Analyses;3;1;3;NA;NA;4.4;Field experiment;Benthos;NA;NA;Mixed;Benthic community;Physical disturbance of the seabed;NA;Period of fishing exposure;Location and environment;Commercial;Dredges;Towed dredge;NA;Mobile scavenger abundance;Abundance/biomass/density;Positive;Mobile, robust and scavenging taxa have increased;
in abundance; while slow-moving or sessile; fragile taxa have decreased. Differences between historical and modern samples;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"were greater than could be accounted for by the natural variability of the system""";Brown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1604;E4;Furness R.W.;Impacts of fisheries on seabird communities;2003;Scientia Marina;67;SUPPLEMENT 2;33;45;10.3989/scimar.2003.67s233;NA;Long-line-by-catch of albatrosses and petrels may soon lead to species extinctions. Set-net bycatch has caused major reductions in certain seabird populations. Some fisheries may decrease numbers of seabirds by reducing abundance of prey-fish. Other fisheries may increase seabird numbers, by increasing prey-fish abundance through depletion of predatory fish stocks, or by provision of offal and discards. These latter impacts of fisheries on seabirds are often difficult to measure against a background of many and varied environmental and human influences. Depletion of stocks of small lipid-rich fish have reduced numbers of seabirds, in Peru, the Norwegian Sea, and the Barents Sea. However, reductions of predatory fish stocks in the North Sea have more than compensated for quantities of sandeels removed by the sandeel fishery. While piscivorous fish stocks remain low, sandeel fishery and seabirds appear to be able to coexist. However, if piscivorous fish stocks recover in the North Sea, reduced availability of sandeels to seabirds may affect certain species. Provision of discards and offal can stimulate large increases in scavenging seabird numbers. Desirable reductions in discard rates may have an unfortunate side-effect of forcing some scavenging seabirds to turn to killing smaller seabirds, with drastic consequences for community structure.;English;Article;All Open Access, Gold, Green;Scopus;NA;CS - Western Waters;50,000-100,000;multidecadal;10,000-50,000;multidecadal;Visual Analyses of Quadrats/Transects;NA;Multivariate Analyses;3;1;3;NA;NA;4.4;Field experiment;Benthos;NA;NA;Mixed;Benthic community;Physical disturbance of the seabed;NA;Period of fishing exposure;Location and environment;Commercial;Dredges;Towed dredge;NA;Sessile fragile benthos abundance;Abundance/biomass/density;Negative;Mobile, robust and scavenging taxa have increased;
in abundance; while slow-moving or sessile; fragile taxa have decreased. Differences between historical and modern samples;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"were greater than could be accounted for by the natural variability of the system""";Brown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_1116;E4;Hussein C., Verdoit-Jarraya M., Pastor J., Ibrahim A., Saragoni G., Pelletier D., Mahévas S., Lenfant P.;Assessing the impact of artisanal and recreational fishing and protection on a white seabream (Diplodus sargus sargus) population in the north-western Mediterranean Sea, using a simulation model. Part 2: Sensitivity analysis and management measures;2011;Fisheries Research;108;1;174;183;10.1016/j.fishres.2010.12.018;https://doi.org/10.1016/j.fishres.2010.12.018;In this paper, the ISIS-fish model was used to assess the impact of spatial and seasonal management measures on the dynamics of the white seabream population (Diplodus sargus sargus) in the French Catalan fishery (north-western Mediterranean). This work is the second part of a paper (Hussein et al., 2011) which describes the parameterization of the model. Here we carry out a sensitivity analysis to identify the most significant model parameters. The simulation results show that the model is particularly sensitive to some parameters such as natural mortality, stage length, fecundity, number of inactive days per strategy and gear standardisation factors. Second, the impact of several management measures was evaluated (e.g. marine protected areas (MPAs) in the nursery and spawning zones, changes in gillnet mesh size and fishing effort reduction). Management scenarios were then assessed and compared using a simulation design. The results indicate that the permanent closures in the white seabream juvenile habitat for all gears, a change in gillnet mesh size and fishing effort reduction would result in an important increase in the population biomass and catch. The closures of the spawning zones appear inefficient in restoring D. sargus biomass. © 2011 Elsevier B.V.;English;Article;;Scopus;NA;Mediterranean - non CS;>100,000;multidecadal;>100,000;year;Fisheries Dependent Data;NA;ISIS-Fish model _ PCA _ Linear models;2;2;2;NA;NA;4.2;Modelling/simulation;Fish_teleost;Demersal;NA;Unknown;Diplodus sargus sargus;Catch_and_bycatch;Target;fishing mortality;NA;Commercial;Nets;Gillnet;Diplodus sargus sargus;Biomass;Mortality;Negative;strong relationship. A rduction of fishing effort of 50% below the level considered in the study would give the greatest sustained yield;Carbonara
SW4_1116;E4;Hussein C., Verdoit-Jarraya M., Pastor J., Ibrahim A., Saragoni G., Pelletier D., Mahévas S., Lenfant P.;Assessing the impact of artisanal and recreational fishing and protection on a white seabream (Diplodus sargus sargus) population in the north-western Mediterranean Sea, using a simulation model. Part 2: Sensitivity analysis and management measures;2011;Fisheries Research;108;1;174;183;10.1016/j.fishres.2010.12.018;https://doi.org/10.1016/j.fishres.2010.12.018;In this paper, the ISIS-fish model was used to assess the impact of spatial and seasonal management measures on the dynamics of the white seabream population (Diplodus sargus sargus) in the French Catalan fishery (north-western Mediterranean). This work is the second part of a paper (Hussein et al., 2011) which describes the parameterization of the model. Here we carry out a sensitivity analysis to identify the most significant model parameters. The simulation results show that the model is particularly sensitive to some parameters such as natural mortality, stage length, fecundity, number of inactive days per strategy and gear standardisation factors. Second, the impact of several management measures was evaluated (e.g. marine protected areas (MPAs) in the nursery and spawning zones, changes in gillnet mesh size and fishing effort reduction). Management scenarios were then assessed and compared using a simulation design. The results indicate that the permanent closures in the white seabream juvenile habitat for all gears, a change in gillnet mesh size and fishing effort reduction would result in an important increase in the population biomass and catch. The closures of the spawning zones appear inefficient in restoring D. sargus biomass. © 2011 Elsevier B.V.;English;Article;;Scopus;NA;Mediterranean - non CS;>100,000;multidecadal;>100,000;year;Fisheries Dependent Data;NA;ISIS-Fish model _ PCA _ Linear models;2;2;2;NA;NA;4.2;Modelling/simulation;Fish_teleost;Demersal;NA;Unknown;Diplodus sargus sargus;Catch_and_bycatch;Target;fishing mortality;NA;Recreational;Spearfishing;NA;Diplodus sargus sargus;Biomass;Mortality;Negative;strong relationship. A rduction of fishing effort of 50% below the level considered in the study would give the greatest sustained yield;Carbonara
SW4_1135;E4;Proelss A., Krivickaite M., Gilles A., Herr H., Siebert U.;Protection of Cetaceans in European waters - A case study on bottom-set Gillnet fisheries within marine protected areas;2011;International Journal of Marine and Coastal Law;26;1;5;45;10.1163/157180811X543466;https://doi.org/10.1163/157180811X543466;This article explores the legal regime of the protection of marine species and habitats within European waters by taking the protection of harbour porpoises in the German territorial sea and exclusive economic zone as an example. The analysis is based on a scientific assessment of the occurrence of and the anthropogenic impacts on harbour porpoises in the North Sea. The relationship between the protection of marine species within the European Union (EU) on the one hand and the Common Fisheries Policy of the EU on the other constitutes a classic example of a user-environment conflict. The article explores how such conflicts ought to be solved under the pertinent legal rules. © 2011 Martinus Nijhoff Publishers.;English;Article;;Scopus;NA;CS - North Sea;>100,000;decade;5,000-10,000;quarter;Visual Analyses of Quadrats/Transects;NA;mapping;2;2;1;NA;NA;4.2;Field experiment;Marine_mammals;Cetaceans;Baleen_whales;Mixed;Phocoena phocoena;Catch_and_bycatch;Bycatch;fishing mortality;NA;Commercial;Nets;Gillnet;Demersl fish;Distribution;Mortality;No impact;The study is very qualitative and amy quantitative analysis was carried out;Carbonara
SW4_1170;E4;Fortuna C.M., Vallini C., Filidei Jr. E., Ruffino M., Consalvo I., di Muccio S., Gion C., Scacco U., Tarulli E., Giovanardi O., Mazzola A.;By-catch of cetaceans and other species of conservation concern during pair trawl fishing operations in the Adriatic Sea (Italy);2010;Chemistry and Ecology;26;SUPPL. 1;65;76;10.1080/02757541003627662;https://doi.org/10.1080/02757541003627662;By-catch is one of the main sources of anthropogenic mortality in marine species of conservation concern worldwide. Between 2006 and 2008, the Consorzio Nazionale Interuniversitario per le Scienze del Mare (CoNISMa) coordinated a monitoring programme of cetacean by-catch in Italian pelagic trawlers, funded in compliance with European Regulation 812/2004. Sixteen independent observers monitored a total of 3141 hauls. The observation coverage ranged between 0.9 and 6.3% of the regional fishing effort. Almost all by-catch events were recorded in the northern Adriatic Sea. By-catch rates of bottlenose dolphins (Tursiops truncatus) and loggerhead turtles (Caretta caretta) were 0.0006 and 0.0255 individuals per haul, respectively. Given the low number of observed deaths, reliable estimates of total mortality for these two species were not obtained. The annual number of by-caught turtles was 863 (CV = 0.15), with 99% released alive. A 'hotspot' for turtle captures was found off Goro (south Venice). The existence of lethal interactions makes it important to understand whether the scale of this mortality is sufficient to pose a threat at population level. Finally, annual by-catch estimates for rays and sharks were 5436 (CV = 0.08) and 5414 (CV = 0.15), respectively. Thintail threshers (Alopias vulpinus), piked dogfish (Squalus acanthias) and smooth-hounds (Mustelus mustelus), which are both commercial and vulnerable to overfishing, were taken in large numbers. © 2010 Taylor & Francis.;English;Article;;Scopus;NA;CS - Mediterranean;>100,000;five year;>100,000;month;Other;Opportunistic observations during the fishing hauls;Average;2;2;2;NA;NA;4.2;Field experiment;Marine_mammals;Cetaceans;Toothed_cetacean;Unknown;Tursiops truncatus;Catch_and_bycatch;Bycatch;fishing interaction;NA;Commercial;Pelagic_trawls;Mid-water trawl;Anchovy _ Sardine;sighting rate;Mortality;Negative;Quantification of sighting rate in Adriatic;Carbonara
SW4_1170;E4;Fortuna C.M., Vallini C., Filidei Jr. E., Ruffino M., Consalvo I., di Muccio S., Gion C., Scacco U., Tarulli E., Giovanardi O., Mazzola A.;By-catch of cetaceans and other species of conservation concern during pair trawl fishing operations in the Adriatic Sea (Italy);2010;Chemistry and Ecology;26;SUPPL. 1;65;76;10.1080/02757541003627662;https://doi.org/10.1080/02757541003627662;By-catch is one of the main sources of anthropogenic mortality in marine species of conservation concern worldwide. Between 2006 and 2008, the Consorzio Nazionale Interuniversitario per le Scienze del Mare (CoNISMa) coordinated a monitoring programme of cetacean by-catch in Italian pelagic trawlers, funded in compliance with European Regulation 812/2004. Sixteen independent observers monitored a total of 3141 hauls. The observation coverage ranged between 0.9 and 6.3% of the regional fishing effort. Almost all by-catch events were recorded in the northern Adriatic Sea. By-catch rates of bottlenose dolphins (Tursiops truncatus) and loggerhead turtles (Caretta caretta) were 0.0006 and 0.0255 individuals per haul, respectively. Given the low number of observed deaths, reliable estimates of total mortality for these two species were not obtained. The annual number of by-caught turtles was 863 (CV = 0.15), with 99% released alive. A 'hotspot' for turtle captures was found off Goro (south Venice). The existence of lethal interactions makes it important to understand whether the scale of this mortality is sufficient to pose a threat at population level. Finally, annual by-catch estimates for rays and sharks were 5436 (CV = 0.08) and 5414 (CV = 0.15), respectively. Thintail threshers (Alopias vulpinus), piked dogfish (Squalus acanthias) and smooth-hounds (Mustelus mustelus), which are both commercial and vulnerable to overfishing, were taken in large numbers. © 2010 Taylor & Francis.;English;Article;;Scopus;NA;CS - Mediterranean;>100,000;five year;>100,000;month;Fisheries Dependent Data;NA;Average;2;2;2;NA;NA;4.2;Fisheries dependent survey;Reptiles;Turtles;NA;Unknown;Caretta caretta ;Catch_and_bycatch;Bycatch;fishing mortality;NA;Commercial;Pelagic_trawls;Mid-water trawl;Anchovy _ Sardine;by-catch rate;Mortality;Negative;Quantification of by catch rate ;Carbonara
